chapter_id,chapter_label,chapter_description,subchapter_id,subchapter_label,subchapter_description,part_id,part_label,part_description,subpart_id,subpart_label,subpart_description,section_number,section_label,section_level,section_title,citation,reserved,volumes,received_on,size,text
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.2,"§ 12.20 Initiation of a hearing involving the issuance, amendment, or revocation of a regulation.",§ 12.20,"Initiation of a hearing involving the issuance, amendment, or revocation of a regulation.",21 CFR 12.20,FALSE,1,2023-03-31T21:40:18-0400,2574,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.21,"§ 12.21 Initiation of a hearing involving the issuance, amendment, or revocation of an order.",§ 12.21,"Initiation of a hearing involving the issuance, amendment, or revocation of an order.",21 CFR 12.21,FALSE,1,2023-03-31T21:40:18-0400,1787,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.22,§ 12.22 Filing objections and requests for a hearing on a regulation or order.,§ 12.22,Filing objections and requests for a hearing on a regulation or order.,21 CFR 12.22,FALSE,1,2023-07-17T19:50:07-0400,3005,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.23,§ 12.23 Notice of filing of objections.,§ 12.23,Notice of filing of objections.,21 CFR 12.23,FALSE,1,2017-01-05T00:00:00-0500,1061,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.24,§ 12.24 Ruling on objections and requests for hearing.,§ 12.24,Ruling on objections and requests for hearing.,21 CFR 12.24,FALSE,1,2023-03-31T21:40:18-0400,3545,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.26,§ 12.26 Modification or revocation of regulation or order.,§ 12.26,Modification or revocation of regulation or order.,21 CFR 12.26,FALSE,1,2017-01-05T00:00:00-0500,859,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.28,§ 12.28 Denial of hearing in whole or in part.,§ 12.28,Denial of hearing in whole or in part.,21 CFR 12.28,FALSE,1,2023-07-17T19:50:07-0400,4365,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.3,§ 12.30 Judicial review after waiver of hearing on a regulation.,§ 12.30,Judicial review after waiver of hearing on a regulation.,21 CFR 12.30,FALSE,1,2017-01-05T00:00:00-0500,1185,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.32,§ 12.32 Request for alternative form of hearing.,§ 12.32,Request for alternative form of hearing.,21 CFR 12.32,FALSE,1,2023-07-17T19:50:07-0400,4358,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.35,§ 12.35 Notice of hearing; stay of action.,§ 12.35,Notice of hearing; stay of action.,21 CFR 12.35,FALSE,1,2023-07-17T19:50:07-0400,2499,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.37,§ 12.37 Effective date of a regulation.,§ 12.37,Effective date of a regulation.,21 CFR 12.37,FALSE,1,2017-01-05T00:00:00-0500,668,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,B,Subpart B—Initiation of Proceedings,Initiation of Proceedings,12.38,§ 12.38 Effective date of an order.,§ 12.38,Effective date of an order.,21 CFR 12.38,FALSE,1,2023-03-31T21:40:18-0400,1219,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,C,Subpart C—Appearance and Participation,Appearance and Participation,12.4,§ 12.40 Appearance.,§ 12.40,Appearance.,21 CFR 12.40,FALSE,1,2017-01-05T00:00:00-0500,554,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,C,Subpart C—Appearance and Participation,Appearance and Participation,12.45,§ 12.45 Notice of participation.,§ 12.45,Notice of participation.,21 CFR 12.45,FALSE,1,2023-07-17T19:50:07-0400,2751,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,C,Subpart C—Appearance and Participation,Appearance and Participation,12.5,§ 12.50 Advice on public participation in hearings.,§ 12.50,Advice on public participation in hearings.,21 CFR 12.50,FALSE,1,2023-07-17T19:50:07-0400,3721,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,D,Subpart D—Presiding Officer,Presiding Officer,12.6,§ 12.60 Presiding officer.,§ 12.60,Presiding officer.,21 CFR 12.60,FALSE,1,2017-01-05T00:00:00-0500,463,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,D,Subpart D—Presiding Officer,Presiding Officer,12.62,§ 12.62 Commencement of functions.,§ 12.62,Commencement of functions.,21 CFR 12.62,FALSE,1,2017-01-05T00:00:00-0500,350,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,D,Subpart D—Presiding Officer,Presiding Officer,12.7,§ 12.70 Authority of presiding officer.,§ 12.70,Authority of presiding officer.,21 CFR 12.70,FALSE,1,2023-03-31T21:40:18-0400,1958,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,D,Subpart D—Presiding Officer,Presiding Officer,12.75,§ 12.75 Disqualification of presiding officer.,§ 12.75,Disqualification of presiding officer.,21 CFR 12.75,FALSE,1,2017-01-05T00:00:00-0500,558,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,D,Subpart D—Presiding Officer,Presiding Officer,12.78,§ 12.78 Unavailability of presiding officer.,§ 12.78,Unavailability of presiding officer.,21 CFR 12.78,FALSE,1,2017-01-05T00:00:00-0500,562,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,E,Subpart E—Hearing Procedures,Hearing Procedures,12.8,§ 12.80 Filing and service of submissions.,§ 12.80,Filing and service of submissions.,21 CFR 12.80,FALSE,1,2023-07-17T19:50:07-0400,1766,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,E,Subpart E—Hearing Procedures,Hearing Procedures,12.82,§ 12.82 Petition to participate in forma pauperis.,§ 12.82,Petition to participate in forma pauperis.,21 CFR 12.82,FALSE,1,2023-07-17T19:50:07-0400,1359,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,E,Subpart E—Hearing Procedures,Hearing Procedures,12.83,§ 12.83 Advisory opinions.,§ 12.83,Advisory opinions.,21 CFR 12.83,FALSE,1,2017-01-05T00:00:00-0500,444,
